fecha_cierre,NIT,Fecha_vencimiento,Dias_mora,Calificación,Saldo,Porcentaje_deterioro,Deterioro,FID,nombre_linea
31/01/2023,9ae513029233934967478dbcdcd0b4d5d90112a0a9f2827eea935ba59b2f89ab,15/09/2022,0,A,2475200.0,0.0022,5445.4400000000005,8b3a9be8171aa904213ad9a06b0560d2e8d7ed62546f33fd221c648087e0a977,Administración
31/01/2023,3e5623f2dd0c1fec0e4821e038157b5f9e3599fd5bb755a6f766633803108d9b,03/03/2023,0,A,44997921.6,0.0022,98995.42752000001,912356d806a64339aadd9b084a285c734285541f511c91153bede74cc67e3130,Fondos de inversión colectiva
31/01/2023,84cc04ff54512e9f54dc3917426ccfa1b8a7fc88962768222446e2cd1c02fa78,03/03/2023,0,A,3264325.31,0.0022,7181.515682,ce1cf7d2bcaac4fda39f99a54b6d652fedbf87c9a87c637aa8a5ba1f104b4536,Fondos de inversión colectiva
31/01/2023,bcef588eb5089f9211bf0a272aab50fd811de7231a0f9162274b30f8f6dbff85,03/03/2023,0,A,294151.93,0.0022,647.1342460000001,777e9f53812a13a5c56e338412e04c8e6d69da3322038b044688ab7de3224d90,Fondos de inversión colectiva
31/01/2023,935a5a66cd3ea6744f9a34ee8e1f42d7bb35e82aad33d1f0914bd53006ddcf53,30/03/2023,0,A,32459830.82,0.0022,71411.627804,4481b9a97446565f67bdc2b3c4958ff5e7324c28f7b49d33d3d23b0f54b4105d,Inmobiliario
31/01/2023,692aa904cb9efca128d7d79dd19b70cd459b1dd0ffde883b19bc67910d7f55af,17/02/2023,0,A,2070600.0,0.0022,4555.320000000001,8e40c2743e55901aa3de61e6563413558bb7f1ab8cfe6862aaa5c029d344852c,Administración
31/01/2023,0429a28ef0d0655c593d89a497dd74e70a8ac6aef9cb91aa7faa4698a72abbf7,18/02/2023,0,A,2760800.0,0.0022,6073.76,45f45e270e41f2ceeece5d1e3316b5d7eb51ae8f3c0018a8eadad48bbafdc187,Inmobiliario
31/01/2023,baffbe7de83423e5a823e1400210f7e261d8e432b2c13ec91b22afe781901516,19/02/2023,0,A,1794520.0,0.0022,3947.9440000000004,97f5c7024bdc84be1b020f620841f85f8c75b5a008137dace943f815fb842b44,Administración
31/01/2023,b8550df6b67f4a5a85d5cc57e2886da65f8fe83c0bf6ff0854a6d2e478efd9e6,17/02/2023,0,A,1380400.0,0.0022,3036.88,9e93722afbc5f195ca575fe29048355e6eaf5873d8f6e1c9b876affdedcbe559,Administración
31/01/2023,7a80b86953d4154db61bb6600d9c9d19111fada3a1d02c789e7fc5ab5d85cc30,17/02/2023,0,A,690200.0,0.0022,1518.44,cfea1d9d1e955a6f8760248f32e9c3b93d0baeba25518bf5ecfcd1b1c106d707,Administración
