Nro Factura,valor_capital,fecha_abono,fecha_factura,demora_pago,habito_pago
144027,2089171,30/11/2020,28/09/2020,63,0.0
144028,128832256,05/11/2020,28/09/2020,38,0.0
144029,2380000,30/03/2021,28/09/2020,183,0.0
144030,24831179070,16/10/2020,28/09/2020,18,1.0
144031,3570000,30/10/2020,28/09/2020,32,0.0
144032,3570000,30/10/2020,28/09/2020,32,0.0
144033,12728144,30/10/2020,28/09/2020,32,0.0
144034,12728144,08/10/2020,28/09/2020,10,1.0
144035,33561340,30/03/2021,28/09/2020,183,0.0
144036,156687836,30/10/2020,28/09/2020,32,0.5
144037,24690580,30/09/2020,29/09/2020,1,1.0
144038,24690580,30/09/2020,29/09/2020,1,1.0
144039,12728144,08/10/2020,29/09/2020,9,1.0
144040,50912574,08/10/2020,29/09/2020,9,1.0
144041,2092961766,16/10/2020,29/09/2020,17,1.0
144042,1044586,08/10/2020,30/09/2020,8,1.0
144043,67251862,08/10/2020,30/09/2020,8,1.0
144044,867966692,28/10/2020,30/09/2020,28,1.0
144045,208917114,22/12/2020,30/09/2020,83,0.0
144046,12728144,08/10/2020,30/09/2020,8,1.0
144047,2142000,08/10/2020,30/09/2020,8,1.0
144048,21272511,08/10/2020,30/09/2020,8,1.0
144049,5590551,08/10/2020,30/09/2020,8,1.0
144050,4430489,30/10/2020,30/09/2020,30,1.0
144051,21067280,30/10/2020,30/09/2020,30,1.0
144052,290920500,30/10/2020,30/09/2020,30,1.0
144053,50885574,16/10/2020,30/09/2020,16,1.0
144054,20825,08/10/2020,30/09/2020,8,1.0
144056,231479,08/10/2020,30/09/2020,8,1.0
144057,8296680,08/10/2020,30/09/2020,8,1.0
144058,5026560,08/10/2020,30/09/2020,8,1.0
144059,988176,08/10/2020,30/09/2020,8,1.0
144060,185283,08/10/2020,30/09/2020,8,1.0
144062,4251632,08/10/2020,30/09/2020,8,1.0
144063,478916,16/10/2020,30/09/2020,16,1.0
144064,18528,08/10/2020,30/09/2020,8,1.0
144065,2622642,08/10/2020,30/09/2020,8,1.0
144066,78343918,20/11/2020,30/09/2020,51,0.0
144067,78343918,19/11/2020,30/09/2020,50,0.0
144068,12728144,05/11/2020,30/09/2020,36,0.0
144069,12728144,08/10/2020,30/09/2020,8,1.0
144070,2380236562,28/10/2020,30/09/2020,28,1.0
144071,1292618169,28/10/2020,30/09/2020,28,1.0
144072,124212269231,28/10/2020,30/09/2020,28,1.0
144073,247460583113,28/10/2020,30/09/2020,28,1.0
144074,13205897542,28/10/2020,30/09/2020,28,1.0
144075,1675035292,28/10/2020,30/09/2020,28,1.0
144076,1808535859,28/10/2020,30/09/2020,28,1.0
144077,765091531,28/10/2020,30/09/2020,28,1.0
144078,46178920,08/10/2020,30/09/2020,8,1.0
144079,1285399040,30/10/2020,30/09/2020,30,1.0
144080,37522441,08/10/2020,30/09/2020,8,1.0
144081,22362031,08/10/2020,30/09/2020,8,1.0
144082,35700,07/01/2021,30/09/2020,99,0.0
144083,1488362,08/10/2020,30/09/2020,8,1.0
144084,387014,16/10/2020,30/09/2020,16,1.0
144085,1100989,16/10/2020,30/09/2020,16,1.0
144086,743334,08/10/2020,30/09/2020,8,1.0
144087,9954160,08/10/2020,30/09/2020,8,1.0
144088,51892120,08/10/2020,30/09/2020,8,1.0
144089,42520920,08/10/2020,30/09/2020,8,1.0
144090,41846140,08/10/2020,30/09/2020,8,1.0
144091,35112120,08/10/2020,30/09/2020,8,1.0
144092,244733080,08/10/2020,30/09/2020,8,1.0
144093,52229279,30/10/2020,30/09/2020,30,1.0
144095,19537050,30/10/2020,30/09/2020,30,1.0
144096,12728144,12/11/2020,05/10/2020,38,0.0
144097,38184431,26/02/2021,05/10/2020,144,0.0
144098,17556060,08/10/2020,05/10/2020,3,1.0
144099,17556060,22/02/2021,05/10/2020,140,0.0
144100,38184431,08/10/2020,05/10/2020,3,1.0
144101,26741391,30/10/2020,05/10/2020,25,1.0
144102,20557444,17/11/2020,05/10/2020,43,0.0
144103,49972974,23/10/2020,05/10/2020,18,1.0
144104,21288654,19/10/2020,05/10/2020,14,1.0
144105,90356651,16/10/2020,05/10/2020,11,1.0
144106,2545977,12/11/2020,05/10/2020,38,0.5
144107,151464908,08/10/2020,05/10/2020,3,1.0
144108,13854160,08/10/2020,05/10/2020,3,1.0
144109,156687836,30/11/2020,05/10/2020,56,0.0
144110,35112120,08/10/2020,05/10/2020,3,1.0
144111,35112120,08/10/2020,05/10/2020,3,1.0
144112,12728144,08/10/2020,05/10/2020,3,1.0
144113,12728143,08/10/2020,05/10/2020,3,1.0
144114,0,27/11/2020,05/10/2020,53,0.0
144115,0,27/11/2020,05/10/2020,53,0.5
144116,0,27/11/2020,05/10/2020,53,0.5
144117,0,27/11/2020,05/10/2020,53,0.5
144118,0,27/11/2020,05/10/2020,53,0.5
144119,0,27/11/2020,05/10/2020,53,0.5
144120,0,27/11/2020,05/10/2020,53,0.5
144121,0,27/11/2020,05/10/2020,53,0.5
144122,0,27/11/2020,05/10/2020,53,0.5
144123,38184431,08/10/2020,05/10/2020,3,1.0
144124,38184431,08/10/2020,05/10/2020,3,1.0
144125,63640718,25/11/2020,05/10/2020,51,0.0
144126,17556060,18/03/2021,05/10/2020,164,0.0
144127,208917114,30/11/2020,05/10/2020,56,0.0
144128,11257226,30/10/2020,05/10/2020,25,1.0
144129,8801692,17/11/2020,05/10/2020,43,0.5
144130,21036942,23/10/2020,05/10/2020,18,1.0
144131,8961808,19/10/2020,05/10/2020,14,1.0
144132,38037112,19/11/2020,05/10/2020,45,0.0
144133,87780300,08/10/2020,05/10/2020,3,1.0
144134,38184431,11/01/2022,05/10/2020,463,0.0
144135,17556060,20/12/2021,05/10/2020,441,0.0
144136,32868180,30/12/2020,05/10/2020,86,0.0
144137,17556060,12/11/2020,05/10/2020,38,0.0
144138,17556060,30/10/2020,05/10/2020,25,1.0
144139,59035763,08/10/2020,05/10/2020,3,1.0
144140,59035763,08/10/2020,05/10/2020,3,1.0
144141,71031818,08/10/2020,05/10/2020,3,1.0
144143,30547544,29/10/2021,05/10/2020,389,0.0
144144,22910658,29/12/2022,05/10/2020,815,0.0
144145,22910659,29/12/2022,05/10/2020,815,0.0
144146,35112120,08/10/2020,05/10/2020,3,1.0
144147,38184431,19/11/2020,05/10/2020,45,0.5
144148,190922153,08/10/2020,05/10/2020,3,1.0
144149,35112120,10/12/2020,05/10/2020,66,0.0
144150,58493240,08/10/2020,05/10/2020,3,1.0
144151,1737596707,19/10/2020,07/10/2020,12,1.0
144153,35112120,16/10/2020,07/10/2020,9,1.0
144154,70224240,16/10/2020,07/10/2020,9,1.0
144155,17556060,16/10/2020,07/10/2020,9,1.0
144156,156687836,30/10/2020,07/10/2020,23,1.0
144157,17556060,30/11/2020,07/10/2020,54,0.5
144158,104458557,14/04/2021,07/10/2020,189,0.0
144159,17556060,28/12/2020,07/10/2020,82,0.5
144160,17556060,19/11/2020,07/10/2020,43,0.0
144161,35112120,18/12/2020,07/10/2020,72,0.0
144162,38184431,16/10/2020,07/10/2020,9,1.0
144163,78343918,16/10/2020,07/10/2020,9,1.0
144164,78343917,16/10/2020,07/10/2020,9,1.0
144165,17556060,10/12/2020,07/10/2020,64,0.0
144166,208917114,30/11/2020,07/10/2020,54,0.5
144167,17556060,30/10/2020,07/10/2020,23,1.0
144168,208917114,30/10/2020,07/10/2020,23,1.0
144169,17556060,30/11/2020,07/10/2020,54,0.5
144170,208917114,30/11/2020,07/10/2020,54,0.0
144171,208917114,30/11/2020,07/10/2020,54,0.0
144172,17556060,28/10/2020,07/10/2020,21,1.0
144173,208917114,30/11/2020,07/10/2020,54,0.3333333333333333
144174,17556060,27/11/2020,07/10/2020,51,0.0
144175,89097005,19/11/2020,07/10/2020,43,0.5
144176,233041627,30/10/2020,07/10/2020,23,1.0
144177,208917114,30/10/2020,07/10/2020,23,1.0
144178,17556060,17/12/2020,07/10/2020,71,0.5
144179,156687836,07/01/2021,07/10/2020,92,0.0
144180,156687836,30/10/2020,07/10/2020,23,1.0
144181,35112120,12/11/2020,07/10/2020,36,0.0
144182,208917114,30/11/2020,07/10/2020,54,0.5
144183,35112120,10/12/2020,07/10/2020,64,0.0
144184,35112120,12/11/2020,07/10/2020,36,0.0
144185,31306844,19/11/2020,07/10/2020,43,0.0
144186,70224240,16/10/2020,07/10/2020,9,1.0
144187,40730059,20/11/2020,07/10/2020,44,0.0
144188,40730059,20/11/2020,07/10/2020,44,0.0
144189,40730059,20/11/2020,07/10/2020,44,0.0
144190,40730059,20/11/2020,07/10/2020,44,0.0
144191,40730060,20/11/2020,07/10/2020,44,0.0
144192,208917114,30/10/2020,07/10/2020,23,1.0
144193,208917114,25/01/2021,07/10/2020,110,0.0
144194,63640718,12/11/2020,07/10/2020,36,0.5
144195,35112120,26/11/2020,07/10/2020,50,0.0
144196,261146393,14/04/2021,07/10/2020,189,0.0
144197,31306844,28/10/2020,07/10/2020,21,1.0
144198,52668180,19/11/2020,07/10/2020,43,0.5
144199,313375671,14/04/2021,07/10/2020,189,0.0
144200,261146393,30/11/2020,07/10/2020,54,0.0
144201,208917114,09/12/2020,07/10/2020,63,0.0
144202,208917114,30/10/2020,07/10/2020,23,1.0
144203,10182515,16/10/2020,07/10/2020,9,1.0
144204,10182515,16/10/2020,07/10/2020,9,1.0
144205,10182515,16/10/2020,07/10/2020,9,1.0
144206,10182514,16/10/2020,07/10/2020,9,1.0
144207,10182515,16/10/2020,07/10/2020,9,1.0
144208,208917114,30/11/2020,07/10/2020,54,0.0
144209,208917114,30/11/2020,07/10/2020,54,0.5
144210,208917114,30/11/2020,07/10/2020,54,0.0
144211,17556060,12/11/2020,07/10/2020,36,0.5
144212,208917114,30/11/2020,07/10/2020,54,0.0
144213,156687836,14/04/2021,07/10/2020,189,0.0
144214,156687836,14/04/2021,07/10/2020,189,0.0
144215,28096844,20/01/2021,07/10/2020,105,0.0
144216,104458557,14/04/2021,07/10/2020,189,0.0
144217,17556060,31/12/2020,07/10/2020,85,0.0
144218,31306844,28/10/2020,07/10/2020,21,1.0
144219,52668180,30/11/2020,07/10/2020,54,0.5
144220,104458557,14/04/2021,07/10/2020,189,0.0
144221,17556060,19/11/2020,07/10/2020,43,0.0
144222,17556060,22/02/2021,07/10/2020,138,0.0
144223,35112120,20/01/2021,07/10/2020,105,0.0
144224,626751342,17/12/2020,07/10/2020,71,0.0
144225,11204092,16/10/2020,07/10/2020,9,1.0
144226,52668180,16/10/2020,07/10/2020,9,1.0
144227,35112120,30/11/2020,07/10/2020,54,0.0
144228,35112120,16/10/2020,07/10/2020,9,1.0
144229,35112120,22/12/2020,07/10/2020,76,0.0
144230,105336360,16/10/2020,07/10/2020,9,1.0
144231,105336360,16/10/2020,07/10/2020,9,1.0
144232,65380720,16/10/2020,07/10/2020,9,1.0
144233,208917114,18/12/2020,07/10/2020,72,0.0
144234,70201780,16/10/2020,07/10/2020,9,1.0
144235,64192300,16/10/2020,07/10/2020,9,1.0
144236,208917114,30/11/2020,07/10/2020,54,0.0
144237,3510500,16/10/2020,07/10/2020,9,1.0
144238,52669700,16/10/2020,07/10/2020,9,1.0
144239,61979680,16/10/2020,07/10/2020,9,1.0
144240,63640718,16/10/2020,07/10/2020,9,1.0
144241,38184431,30/10/2020,07/10/2020,23,1.0
144242,38184431,30/10/2020,07/10/2020,23,1.0
144243,104458557,30/11/2020,07/10/2020,54,0.5
144244,17556060,30/11/2020,07/10/2020,54,0.5
144245,99,23/10/2020,07/10/2020,16,1.0
144246,7312099,18/12/2020,07/10/2020,72,0.5
144247,104458557,30/10/2020,07/10/2020,23,1.0
144248,17556060,16/10/2020,08/10/2020,8,1.0
144249,17556060,16/10/2020,08/10/2020,8,1.0
144250,313375671,16/10/2020,08/10/2020,8,1.0
144251,119095920,16/10/2020,08/10/2020,8,1.0
144252,63257120,16/10/2020,08/10/2020,8,1.0
144253,18296920,16/10/2020,08/10/2020,8,1.0
144254,27089880,16/10/2020,08/10/2020,8,1.0
144255,9266960,16/10/2020,08/10/2020,8,1.0
144256,17556060,16/10/2020,08/10/2020,8,1.0
144257,35112120,16/10/2020,08/10/2020,8,1.0
144258,12728144,28/10/2020,08/10/2020,20,1.0
144259,52229279,30/11/2020,08/10/2020,53,0.5
144261,12728144,19/10/2020,08/10/2020,11,1.0
144262,12728144,19/10/2020,08/10/2020,11,1.0
144263,263340900,16/10/2020,08/10/2020,8,1.0
144264,158004540,16/10/2020,08/10/2020,8,1.0
144265,140448480,16/10/2020,08/10/2020,8,1.0
144266,70224240,16/10/2020,08/10/2020,8,1.0
144267,70224240,16/10/2020,08/10/2020,8,1.0
144268,31306844,16/10/2020,08/10/2020,8,1.0
144269,208917114,30/10/2020,08/10/2020,22,1.0
144270,208917114,30/12/2020,08/10/2020,83,0.0
144271,35112120,20/10/2020,08/10/2020,12,1.0
144272,52668180,16/10/2020,08/10/2020,8,1.0
144273,17556060,23/10/2020,08/10/2020,15,1.0
144274,35112120,30/10/2020,08/10/2020,22,1.0
144275,35112120,30/10/2020,08/10/2020,22,1.0
144276,35112120,30/10/2020,08/10/2020,22,1.0
144277,35112120,30/10/2020,08/10/2020,22,1.0
144278,35112120,30/10/2020,08/10/2020,22,1.0
144279,17556060,16/10/2020,08/10/2020,8,1.0
144280,6144621,16/10/2020,08/10/2020,8,1.0
144281,17556060,20/10/2020,08/10/2020,12,1.0
144282,17556060,12/11/2020,08/10/2020,35,0.0
144283,17556060,20/10/2020,08/10/2020,12,1.0
144284,63640718,30/12/2020,08/10/2020,83,0.5
144285,63640718,16/10/2020,08/10/2020,8,1.0
144286,17556060,20/12/2021,08/10/2020,438,0.0
144287,52668180,29/01/2021,08/10/2020,113,0.0
144288,38184431,20/10/2020,08/10/2020,12,1.0
144289,12728144,23/10/2020,08/10/2020,15,1.0
144290,40730059,23/10/2020,08/10/2020,15,1.0
144291,33093173,30/10/2020,08/10/2020,22,1.0
144292,22910658,23/10/2020,08/10/2020,15,1.0
144293,2545629,23/10/2020,08/10/2020,15,1.0
144294,22910658,23/10/2020,08/10/2020,15,1.0
144295,5091257,30/11/2020,08/10/2020,53,0.0
144296,20365030,23/10/2020,08/10/2020,15,1.0
144297,78914490,23/10/2020,08/10/2020,15,1.0
144298,15273772,30/10/2020,08/10/2020,22,1.0
144299,52668180,20/10/2020,08/10/2020,12,1.0
144300,574522064,19/01/2021,08/10/2020,103,0.0
144301,156687836,30/10/2020,08/10/2020,22,1.0
144302,38184431,29/01/2021,08/10/2020,113,0.0
144303,17556060,09/12/2020,08/10/2020,62,0.0
144304,14519704,30/10/2020,08/10/2020,22,1.0
144305,148591226,20/11/2020,08/10/2020,43,0.0
144306,20870820,26/02/2021,08/10/2020,141,0.0
144307,70224240,12/11/2020,08/10/2020,35,0.0
144308,35112120,18/12/2020,08/10/2020,71,0.5
144309,208917114,30/11/2020,08/10/2020,53,0.0
144310,38184431,20/10/2020,08/10/2020,12,1.0
144311,38184431,20/10/2020,08/10/2020,12,1.0
144312,38184431,29/01/2021,08/10/2020,113,0.0
144313,94188262,17/11/2020,08/10/2020,40,0.5
144314,156687836,30/11/2020,08/10/2020,53,0.0
144315,50912574,23/10/2020,08/10/2020,15,1.0
144316,4472406,23/10/2020,08/10/2020,15,1.0
144317,63640718,23/10/2020,08/10/2020,15,1.0
144318,38184431,19/10/2020,08/10/2020,11,1.0
144319,894481257,17/08/2021,08/10/2020,313,0.0
144320,104458557,30/11/2020,08/10/2020,53,0.5
144321,52229279,23/10/2020,08/10/2020,15,1.0
144322,52229279,23/10/2020,08/10/2020,15,1.0
144323,52229279,23/10/2020,08/10/2020,15,1.0
144324,52229279,23/10/2020,08/10/2020,15,1.0
144325,17556060,06/11/2020,08/10/2020,29,1.0
144326,12728144,16/10/2020,08/10/2020,8,1.0
144327,17556060,30/11/2020,08/10/2020,53,0.0
144328,31306844,20/12/2021,08/10/2020,438,0.0
144330,16452222,30/11/2020,08/10/2020,53,0.0
144331,54057303,17/12/2020,08/10/2020,70,0.0
144332,7834392,20/10/2020,08/10/2020,12,1.0
144333,8711844,30/11/2020,08/10/2020,53,0.25
144334,8701398,06/11/2020,08/10/2020,29,1.0
144335,8701398,06/11/2020,08/10/2020,29,1.0
144336,208917114,30/10/2020,08/10/2020,22,1.0
144337,38184431,30/06/2021,08/10/2020,265,0.0
144338,122092460,16/10/2020,08/10/2020,8,1.0
144339,17556060,29/12/2022,08/10/2020,812,0.0
144340,14620335,30/11/2020,08/10/2020,53,0.0
144341,69722387,16/10/2020,08/10/2020,8,1.0
144342,17556060,29/12/2022,08/10/2020,812,0.0
144343,26334090,16/10/2020,08/10/2020,8,1.0
144344,21067272,16/10/2020,08/10/2020,8,1.0
144345,1180844844,16/10/2020,08/10/2020,8,1.0
144346,5000000,16/10/2020,08/10/2020,8,1.0
144347,25456287,18/01/2021,09/10/2020,101,0.0
144348,17556060,20/11/2020,09/10/2020,42,0.0
144349,52668180,30/11/2020,09/10/2020,52,0.5
144350,17556060,29/10/2021,09/10/2020,385,0.0
144351,17556060,29/10/2021,09/10/2020,385,0.0
144352,104458557,30/11/2020,09/10/2020,52,0.5
144353,52668180,30/11/2020,09/10/2020,52,0.5
144354,52668180,16/10/2020,09/10/2020,7,1.0
144355,52668180,10/05/2021,09/10/2020,213,0.0
144356,17556060,16/10/2020,09/10/2020,7,1.0
144357,731209899,28/01/2021,09/10/2020,111,0.0
144358,313375671,17/11/2021,09/10/2020,404,0.0
144359,208917114,09/02/2021,09/10/2020,123,0.0
144360,35112120,16/10/2020,09/10/2020,7,1.0
144361,208917114,28/12/2020,09/10/2020,80,0.0
144362,52668180,08/01/2021,09/10/2020,91,0.0
144363,105336360,20/10/2020,09/10/2020,11,1.0
144364,24690580,16/10/2020,09/10/2020,7,1.0
144365,24690580,16/10/2020,09/10/2020,7,1.0
144366,208917015,30/11/2020,09/10/2020,52,0.8
144367,105336360,16/10/2020,09/10/2020,7,1.0
144368,35112120,23/10/2020,09/10/2020,14,1.0
144369,35112120,16/10/2020,09/10/2020,7,1.0
144370,105336360,16/10/2020,09/10/2020,7,1.0
144371,35112120,16/10/2020,09/10/2020,7,1.0
144372,626751342,19/01/2021,09/10/2020,102,0.0
144373,87780300,16/10/2020,09/10/2020,7,1.0
144374,38184431,16/10/2020,09/10/2020,7,1.0
144375,1904000,20/11/2020,09/10/2020,42,0.0
144376,38184431,30/10/2020,09/10/2020,21,1.0
144377,35112120,23/10/2020,09/10/2020,14,1.0
144378,35112120,23/10/2020,09/10/2020,14,1.0
144379,35112120,16/10/2020,09/10/2020,7,1.0
144380,105336360,23/10/2020,09/10/2020,14,1.0
144381,38184431,30/10/2020,09/10/2020,21,1.0
144382,38184431,17/12/2020,09/10/2020,69,0.0
144383,52668180,27/04/2021,09/10/2020,200,0.0
144384,17556060,16/10/2020,09/10/2020,7,1.0
144385,17556060,28/12/2020,09/10/2020,80,0.0
144386,7834392,28/12/2020,09/10/2020,80,0.0
144387,78343918,31/05/2021,09/10/2020,234,0.0
144388,70509526,30/11/2020,09/10/2020,52,0.0
144389,17508186,18/02/2021,09/10/2020,132,0.0
144390,17556060,30/10/2020,09/10/2020,21,1.0
144391,156687836,30/10/2020,09/10/2020,21,1.0
144392,17556060,23/12/2020,09/10/2020,75,0.0
144393,38184431,17/12/2020,09/10/2020,69,0.0
144394,17556060,22/02/2021,09/10/2020,136,0.0
144395,17556060,20/01/2021,09/10/2020,103,0.0
144396,52668180,12/11/2020,09/10/2020,34,0.0
144397,35112120,16/10/2020,09/10/2020,7,1.0
144398,50522760,16/10/2020,09/10/2020,7,1.0
144399,12728144,16/10/2020,09/10/2020,7,1.0
144400,190922153,16/10/2020,09/10/2020,7,1.0
144401,17556060,23/12/2020,09/10/2020,75,0.0
144402,38184431,29/01/2021,09/10/2020,112,0.0
144403,35112120,16/10/2020,09/10/2020,7,1.0
144404,35112120,16/10/2020,09/10/2020,7,1.0
144405,35112120,16/10/2020,09/10/2020,7,1.0
144406,105336360,16/10/2020,09/10/2020,7,1.0
144407,17556060,09/12/2020,09/10/2020,61,0.0
144408,52668180,29/12/2022,09/10/2020,811,0.0
144409,52668180,29/12/2022,09/10/2020,811,0.0
144410,52668180,23/10/2020,09/10/2020,14,1.0
144411,35112120,30/10/2020,09/10/2020,21,1.0
144412,52668180,20/01/2021,09/10/2020,103,0.0
144413,0,29/04/2021,09/10/2020,202,0.5
144414,52668180,23/10/2020,09/10/2020,14,1.0
144415,52668180,30/04/2021,09/10/2020,203,0.0
144416,122892420,20/10/2020,09/10/2020,11,1.0
144417,52668180,29/01/2021,09/10/2020,112,0.0
144418,50912574,30/11/2020,09/10/2020,52,0.0
144419,52668180,30/10/2020,09/10/2020,21,1.0
144420,140448480,30/10/2020,09/10/2020,21,1.0
144421,105336360,30/10/2020,09/10/2020,21,1.0
144422,38184431,10/12/2020,09/10/2020,62,0.0
144423,38184431,10/12/2020,09/10/2020,62,0.0
144424,36,29/04/2021,09/10/2020,202,0.0
144425,35112120,17/11/2020,09/10/2020,39,0.0
144426,17556060,30/11/2020,09/10/2020,52,0.0
144427,17556060,30/11/2020,09/10/2020,52,0.0
144428,17556060,18/12/2020,09/10/2020,70,0.0
144429,17556060,29/01/2021,09/10/2020,112,0.0
144430,156687836,30/11/2020,09/10/2020,52,0.5
144431,12728144,16/10/2020,09/10/2020,7,1.0
144432,70224240,12/11/2020,09/10/2020,34,0.0
144433,52668180,30/10/2020,09/10/2020,21,1.0
144434,17556060,30/11/2020,09/10/2020,52,0.0
144435,78343918,17/11/2020,09/10/2020,39,0.0
144436,78343918,17/11/2020,09/10/2020,39,0.0
144437,2545797,12/11/2020,09/10/2020,34,0.5
144438,24086739,31/08/2021,09/10/2020,326,0.0
144439,14097692,10/12/2020,09/10/2020,62,0.0
144440,17556060,30/10/2020,09/10/2020,21,1.0
144441,52229279,10/12/2020,09/10/2020,62,0.0
144442,52229278,30/11/2020,09/10/2020,52,0.0
144443,38184431,20/11/2020,09/10/2020,42,0.0
144444,12728144,30/11/2020,09/10/2020,52,0.0
144445,12728143,06/11/2020,09/10/2020,28,1.0
144446,35112120,23/08/2021,09/10/2020,318,0.0
144447,38184431,20/11/2020,09/10/2020,42,0.0
144448,38184431,26/02/2021,09/10/2020,140,0.0
144449,38184431,26/02/2021,09/10/2020,140,0.0
144450,38184431,26/02/2021,09/10/2020,140,0.0
144451,156687836,30/11/2020,09/10/2020,52,0.5
144453,5091324,18/02/2021,09/10/2020,132,0.5
144454,63640718,30/12/2020,09/10/2020,82,0.0
144455,35112120,06/11/2020,09/10/2020,28,1.0
144457,35112120,06/11/2020,09/10/2020,28,1.0
144458,35112120,06/11/2020,09/10/2020,28,1.0
144459,35112120,06/11/2020,09/10/2020,28,1.0
144460,17556060,30/10/2020,09/10/2020,21,1.0
144461,17556060,30/10/2020,09/10/2020,21,1.0
144462,17556060,30/11/2020,09/10/2020,52,0.0
144463,38184431,19/11/2020,09/10/2020,41,0.0
144464,2611465,06/11/2020,09/10/2020,28,1.0
144465,26114639,06/11/2020,09/10/2020,28,1.0
144466,12728144,06/11/2020,09/10/2020,28,1.0
144467,18280248,06/11/2020,09/10/2020,28,1.0
144468,2611465,06/11/2020,09/10/2020,28,1.0
144469,2611461,06/11/2020,09/10/2020,28,1.0
144470,38184431,06/11/2020,09/10/2020,28,1.0
144471,12728144,21/12/2020,09/10/2020,73,0.0
144472,0,30/10/2020,09/10/2020,21,1.0
144473,35112120,12/11/2020,09/10/2020,34,0.0
144474,51837193,19/11/2020,09/10/2020,41,0.5
144475,8482628,30/11/2020,09/10/2020,52,0.0
144476,38171824,30/11/2020,09/10/2020,52,0.0
144477,59378393,30/11/2020,09/10/2020,52,0.0
144478,3320355,30/10/2020,09/10/2020,21,1.0
144479,663346,30/10/2020,09/10/2020,21,1.0
144480,12728144,12/11/2020,09/10/2020,34,0.0
144481,52668180,28/10/2020,09/10/2020,19,1.0
144482,417834228,30/11/2020,09/10/2020,52,0.0
144483,70224240,28/10/2020,09/10/2020,19,1.0
144484,2545977,30/11/2020,09/10/2020,52,0.5
144485,35112120,28/10/2020,09/10/2020,19,1.0
144486,35112120,28/10/2020,09/10/2020,19,1.0
144487,35112120,28/10/2020,09/10/2020,19,1.0
144488,35112120,16/10/2020,09/10/2020,7,1.0
144489,522292785,28/12/2020,09/10/2020,80,0.5
144490,626751342,30/11/2020,09/10/2020,52,0.5
144491,38184431,26/02/2021,09/10/2020,140,0.0
144492,52668180,23/10/2020,09/10/2020,14,1.0
144493,17556060,28/10/2020,09/10/2020,19,1.0
144494,17556060,30/10/2020,09/10/2020,21,1.0
144495,63640718,28/10/2020,09/10/2020,19,1.0
144496,417834228,09/12/2020,09/10/2020,61,0.5
144497,35112120,18/12/2020,09/10/2020,70,0.0
144498,208917114,30/10/2020,09/10/2020,21,1.0
144499,2545869,12/11/2020,09/10/2020,34,0.5
144500,188025403,30/11/2020,09/10/2020,52,0.0
144501,38184431,10/12/2020,09/10/2020,62,0.0
144502,208917114,28/12/2020,09/10/2020,80,0.0
144505,17556060,12/11/2020,09/10/2020,34,0.5
144506,208917114,30/11/2020,09/10/2020,52,0.0
144507,35112120,30/10/2020,13/10/2020,17,1.0
144508,17556103,28/12/2020,13/10/2020,76,0.0
144509,52668180,16/10/2020,13/10/2020,3,1.0
144510,310306671,30/11/2020,13/10/2020,48,0.25
144511,18541500,19/10/2020,13/10/2020,6,1.0
144512,35112120,30/11/2020,13/10/2020,48,0.0
144513,208917114,27/11/2020,13/10/2020,45,0.5
144514,649135319,19/10/2020,14/10/2020,5,1.0
144515,25456287,29/10/2020,14/10/2020,15,1.0
144516,17556060,16/10/2020,14/10/2020,2,1.0
144517,35112120,16/10/2020,14/10/2020,2,1.0
144518,12728144,16/10/2020,14/10/2020,2,1.0
144519,35112120,28/10/2020,14/10/2020,14,1.0
144520,17556060,30/11/2020,14/10/2020,47,0.0
144521,35112120,16/10/2020,14/10/2020,2,1.0
144522,156687836,30/10/2020,14/10/2020,16,1.0
144523,87780300,30/11/2020,14/10/2020,47,0.5
144524,17556060,20/12/2021,14/10/2020,432,0.0
144525,52668180,20/11/2020,14/10/2020,37,0.0
144526,135796124,30/11/2020,14/10/2020,47,0.0
144527,130573196,16/10/2020,14/10/2020,2,1.0
144528,78563281,19/10/2020,14/10/2020,5,1.0
144529,115510273,19/10/2020,14/10/2020,5,1.0
144530,25289417,19/10/2020,14/10/2020,5,1.0
144531,81885063,19/10/2020,14/10/2020,5,1.0
144532,12127637,19/10/2020,14/10/2020,5,1.0
144533,17556060,19/10/2020,14/10/2020,5,1.0
144534,22910658,30/12/2020,14/10/2020,77,0.0
144535,35112120,19/10/2020,14/10/2020,5,1.0
144536,35238524,10/12/2020,14/10/2020,57,0.0
144537,17556060,16/10/2020,14/10/2020,2,1.0
144538,22910658,30/10/2020,14/10/2020,16,1.0
144539,35112120,20/12/2021,14/10/2020,432,0.0
144540,22910658,30/12/2020,14/10/2020,77,0.0
144541,94012701,30/12/2020,14/10/2020,77,0.0
144542,22910658,30/10/2020,14/10/2020,16,1.0
144543,17556060,12/11/2020,14/10/2020,29,1.0
144544,35112120,11/10/2021,14/10/2020,362,0.0
144545,63640718,19/10/2020,14/10/2020,5,1.0
144546,38184431,19/10/2020,14/10/2020,5,1.0
144547,22910658,09/02/2021,14/10/2020,118,0.0
144548,26334080,06/11/2020,14/10/2020,23,1.0
144549,12728144,26/11/2020,14/10/2020,43,0.0
144550,115948998,06/11/2020,14/10/2020,23,1.0
144551,40738838,16/10/2020,14/10/2020,2,1.0
144552,35112120,28/06/2021,14/10/2020,257,0.0
144553,52668180,19/11/2020,14/10/2020,36,0.5
144556,38184431,06/11/2020,14/10/2020,23,1.0
