Nro Factura,valor_capital,fecha_abono,fecha_factura,demora_pago,habito_pago
131102,1801152,26/02/2019,12/02/2019,14,1.0
131103,12421740,28/02/2019,12/02/2019,16,1.0
131104,16210365,26/02/2019,12/02/2019,14,1.0
131105,985458,21/03/2019,12/02/2019,37,0.5
131106,985458,29/04/2019,12/02/2019,76,0.0
131107,1478187,22/03/2019,12/02/2019,38,0.0
131108,1478187,22/03/2019,12/02/2019,38,0.0
131109,985458,29/12/2020,12/02/2019,686,0.0
131110,1478187,29/12/2020,12/02/2019,686,0.0
131111,1478187,14/02/2019,12/02/2019,2,1.0
131112,985458,14/02/2019,12/02/2019,2,1.0
131113,985458,31/07/2019,12/02/2019,169,0.0
131114,985458,29/03/2019,12/02/2019,45,0.0
131115,1478187,14/02/2019,12/02/2019,2,1.0
131116,1970916,14/02/2019,12/02/2019,2,1.0
131117,985458,29/03/2019,12/02/2019,45,0.0
131118,985458,12/03/2019,12/02/2019,28,1.0
131119,1478187,29/03/2019,12/02/2019,45,0.0
131120,8438502,26/03/2020,12/02/2019,408,0.0
131121,8438502,26/02/2020,12/02/2019,379,0.0
131122,985458,26/06/2019,12/02/2019,134,0.0
131123,985458,06/05/2019,12/02/2019,83,0.0
131124,985458,22/03/2019,12/02/2019,38,0.0
131125,1428914,25/02/2019,12/02/2019,13,1.0
131126,4927290,11/04/2019,12/02/2019,58,0.0
131127,794383,14/02/2019,12/02/2019,2,1.0
131128,1970916,12/08/2019,12/02/2019,181,0.0
131129,1970916,12/02/2019,12/02/2019,0,1.0
131130,1478187,14/02/2019,12/02/2019,2,1.0
131131,2463645,14/02/2019,12/02/2019,2,1.0
131132,985458,06/05/2019,12/02/2019,83,0.0
131133,1970916,27/03/2019,12/02/2019,43,0.0
131135,7867102,18/02/2019,12/02/2019,6,1.0
131136,985458,27/03/2019,12/02/2019,43,0.0
131137,1478187,18/09/2019,12/02/2019,218,0.0
131138,1478187,18/09/2019,12/02/2019,218,0.0
131139,1478187,11/03/2019,12/02/2019,27,1.0
131140,985458,18/09/2019,12/02/2019,218,0.0
131141,985458,11/03/2019,12/02/2019,27,1.0
131142,132498528,25/04/2019,12/02/2019,72,0.5
131143,2956374,04/04/2019,12/02/2019,51,0.0
131144,985458,18/09/2019,12/02/2019,218,0.0
131145,985458,27/03/2019,12/02/2019,43,0.0
131146,985458,31/07/2019,12/02/2019,169,0.0
131147,1970916,25/02/2019,12/02/2019,13,1.0
131148,1478187,28/02/2019,12/02/2019,16,1.0
131149,1478187,04/04/2019,12/02/2019,51,0.0
131150,985458,03/04/2019,12/02/2019,50,0.0
131151,2364108,25/02/2019,12/02/2019,13,1.0
131152,1970916,04/04/2019,12/02/2019,51,0.0
131153,3445907,25/02/2019,12/02/2019,13,1.0
131154,12421740,16/05/2019,12/02/2019,93,0.0
131155,12421734,11/03/2019,12/02/2019,27,1.0
131156,1478187,04/04/2019,12/02/2019,51,0.0
131157,1478187,26/02/2019,12/02/2019,14,1.0
131158,985458,07/03/2019,12/02/2019,23,1.0
131159,5912748,25/02/2019,12/02/2019,13,1.0
131160,4489545,25/02/2019,12/02/2019,13,1.0
131161,1478187,15/04/2019,12/02/2019,62,0.0
131162,3890153,25/02/2019,12/02/2019,13,1.0
131163,1970916,15/02/2019,12/02/2019,3,1.0
131164,4177006,15/02/2019,12/02/2019,3,1.0
131165,3819442,25/02/2019,12/02/2019,13,1.0
131166,1970916,26/02/2019,12/02/2019,14,1.0
131167,3510500,20/03/2019,12/02/2019,36,0.0
131168,985458,27/03/2019,12/02/2019,43,0.0
131169,985458,04/04/2019,12/02/2019,51,0.0
131170,985458,25/02/2019,12/02/2019,13,1.0
131171,16562316,16/05/2019,12/02/2019,93,0.5
131172,985458,07/03/2019,12/02/2019,23,1.0
131173,2956374,29/12/2022,12/02/2019,1416,0.0
131174,985458,19/02/2019,12/02/2019,7,1.0
131175,2956374,11/04/2019,12/02/2019,58,0.0
131176,2956374,28/06/2019,12/02/2019,136,0.0
131177,6898206,29/03/2019,12/02/2019,45,0.0
131178,6898206,25/02/2019,12/02/2019,13,1.0
131179,2956374,19/02/2019,12/02/2019,7,1.0
131180,206287097,07/03/2019,12/02/2019,23,1.0
131181,206287097,07/03/2019,12/02/2019,23,1.0
131182,212538266,07/03/2019,12/02/2019,23,1.0
131183,4696140,19/02/2019,12/02/2019,7,1.0
131184,1970916,26/12/2019,12/02/2019,317,0.0
131185,5912748,25/02/2019,12/02/2019,13,1.0
131186,24690580,19/02/2019,12/02/2019,7,1.0
131187,24690578,19/02/2019,12/02/2019,7,1.0
131188,5912748,25/02/2019,12/02/2019,13,1.0
131189,1970916,19/02/2019,12/02/2019,7,1.0
131190,1478187,01/04/2019,12/02/2019,48,0.0
131191,1970916,28/02/2019,12/02/2019,16,1.0
131192,7390935,28/03/2019,12/02/2019,44,0.0
131193,1478187,11/04/2019,12/02/2019,58,0.0
131195,985458,28/02/2019,12/02/2019,16,1.0
131196,4927290,25/02/2019,12/02/2019,13,1.0
131197,1478187,19/02/2019,12/02/2019,7,1.0
131198,1904000,29/04/2019,12/02/2019,76,0.0
131199,1970916,06/05/2019,12/02/2019,83,0.0
131200,2956374,30/08/2019,12/02/2019,199,0.0
131201,2956374,29/12/2020,12/02/2019,686,0.0
131202,985458,29/12/2020,12/02/2019,686,0.0
131203,985458,29/12/2020,12/02/2019,686,0.0
131204,2463645,05/09/2019,12/02/2019,205,0.0
131206,2956374,28/03/2019,12/02/2019,44,0.5
131208,2956374,15/02/2019,12/02/2019,3,1.0
131209,2956374,15/02/2019,12/02/2019,3,1.0
131210,0,29/03/2019,12/02/2019,45,0.0
131211,6898206,15/02/2019,12/02/2019,3,1.0
131212,9854580,29/12/2020,12/02/2019,686,0.0
131213,1231823,11/03/2019,12/02/2019,27,1.0
131214,1231823,11/03/2019,12/02/2019,27,1.0
131215,1478187,28/02/2019,12/02/2019,16,1.0
131216,5912748,14/02/2019,12/02/2019,2,1.0
131217,1970916,11/04/2019,12/02/2019,58,0.0
131218,6405477,15/02/2019,12/02/2019,3,1.0
131219,1478187,15/02/2019,12/02/2019,3,1.0
131220,5912748,15/02/2019,12/02/2019,3,1.0
131221,1478187,26/03/2019,12/02/2019,42,0.0
131222,1478187,15/02/2019,12/02/2019,3,1.0
131223,4927290,25/02/2019,12/02/2019,13,1.0
131224,4927290,15/02/2019,12/02/2019,3,1.0
131225,2463645,15/02/2019,12/02/2019,3,1.0
131226,985458,26/03/2019,12/02/2019,42,0.0
131227,5912748,14/02/2019,12/02/2019,2,1.0
131228,1478187,03/04/2019,12/02/2019,50,0.0
131229,1478187,15/02/2019,12/02/2019,3,1.0
131230,16562320,15/02/2019,12/02/2019,3,1.0
131231,16562312,15/02/2019,12/02/2019,3,1.0
131232,1970916,15/02/2019,12/02/2019,3,1.0
131233,1970916,21/06/2019,12/02/2019,129,0.3333333333333333
131234,1970916,28/02/2019,12/02/2019,16,1.0
131235,985458,11/04/2019,12/02/2019,58,0.0
131236,82968942,20/03/2019,12/02/2019,36,0.5
131237,2583262,18/02/2019,12/02/2019,6,1.0
131238,2956374,07/03/2019,12/02/2019,23,1.0
131239,985458,11/04/2019,12/02/2019,58,0.0
131240,2956374,15/02/2019,12/02/2019,3,1.0
131241,1970916,27/03/2019,12/02/2019,43,0.5
131242,4927290,15/02/2019,12/02/2019,3,1.0
131243,4236836,15/02/2019,12/02/2019,3,1.0
131244,52999371,20/12/2021,12/02/2019,1042,0.0
131245,1478187,11/04/2019,12/02/2019,58,0.0
131246,1478187,29/12/2020,12/02/2019,686,0.0
131247,1970916,30/12/2019,12/02/2019,321,0.0
131248,4927290,15/02/2019,12/02/2019,3,1.0
131249,1478187,30/05/2019,12/02/2019,107,0.0
131250,985458,21/06/2019,12/02/2019,129,0.0
131251,1478187,20/03/2019,12/02/2019,36,0.0
131252,54200192,20/03/2019,12/02/2019,36,0.5
131253,3602305,14/03/2019,12/02/2019,30,1.0
131254,7204605,21/03/2019,12/02/2019,37,0.5
131255,15009603,20/03/2019,12/02/2019,36,0.5
131256,36954672,29/03/2019,12/02/2019,45,0.0
131257,985458,20/03/2019,12/02/2019,36,0.0
131258,2956374,25/02/2019,12/02/2019,13,1.0
131259,59128,11/04/2019,12/02/2019,58,0.0
131260,5586801,26/03/2019,12/02/2019,42,0.0
131261,2824033,15/02/2019,12/02/2019,3,1.0
131262,2567939,15/02/2019,12/02/2019,3,1.0
131263,1970916,28/02/2019,12/02/2019,16,1.0
131264,49272902,16/04/2019,12/02/2019,63,0.5
131265,49272898,16/04/2019,12/02/2019,63,0.5
131266,1970916,15/02/2019,12/02/2019,3,1.0
131267,985458,11/04/2019,12/02/2019,58,0.0
131268,1970916,14/03/2019,12/02/2019,30,1.0
131269,1970916,15/03/2019,12/02/2019,31,0.0
131270,1773825,19/02/2019,12/02/2019,7,1.0
131272,985458,15/02/2019,12/02/2019,3,1.0
131273,985458,15/02/2019,12/02/2019,3,1.0
131274,14781871,14/02/2019,12/02/2019,2,1.0
131275,985458,26/02/2019,12/02/2019,14,1.0
131276,985458,26/02/2019,12/02/2019,14,1.0
131277,4927290,26/02/2019,12/02/2019,14,1.0
131278,13303684,12/03/2019,12/02/2019,28,1.0
131279,985458,26/02/2019,12/02/2019,14,1.0
131280,25129180,14/02/2019,12/02/2019,2,1.0
131281,1970916,07/03/2019,13/02/2019,22,1.0
131282,1970916,11/03/2019,13/02/2019,26,1.0
131283,1062832,25/02/2019,13/02/2019,12,1.0
131284,5912748,25/02/2019,13/02/2019,12,1.0
131285,1970916,22/04/2019,13/02/2019,68,0.0
131286,4597541,25/02/2019,13/02/2019,12,1.0
131287,1970916,20/03/2019,13/02/2019,35,0.0
131288,2266553,29/03/2019,13/02/2019,44,0.0
131289,1970916,25/02/2019,13/02/2019,12,1.0
131290,1970916,24/07/2019,13/02/2019,161,0.0
131291,1478187,28/03/2019,13/02/2019,43,0.0
131292,1970916,25/02/2019,13/02/2019,12,1.0
131293,1970916,28/10/2020,13/02/2019,623,0.0
131294,1478187,25/02/2019,13/02/2019,12,1.0
131295,1970916,28/11/2019,13/02/2019,288,0.0
131296,1478187,05/04/2019,13/02/2019,51,0.5
131297,1478187,06/03/2019,13/02/2019,21,1.0
131298,1478187,06/03/2019,13/02/2019,21,1.0
131299,1970916,22/03/2019,13/02/2019,37,0.5
131300,985458,15/03/2019,13/02/2019,30,1.0
131301,1970916,25/02/2019,13/02/2019,12,1.0
131302,1478187,28/05/2019,13/02/2019,104,0.0
131303,1478187,28/05/2019,13/02/2019,104,0.0
131304,2956374,28/02/2019,13/02/2019,15,1.0
131305,217544555,29/03/2019,13/02/2019,44,0.0
131306,36562105,29/03/2019,13/02/2019,44,0.0
131307,38424582,20/03/2019,13/02/2019,35,0.0
131308,9606138,20/03/2019,13/02/2019,35,0.0
131309,3941832,19/02/2019,13/02/2019,6,1.0
131310,1478187,04/04/2019,13/02/2019,50,0.0
131311,1478187,19/02/2019,13/02/2019,6,1.0
131312,1478187,29/12/2020,13/02/2019,685,0.0
131313,3941832,11/03/2019,13/02/2019,26,1.0
131314,1970916,21/03/2019,13/02/2019,36,0.0
131315,2956374,29/04/2019,13/02/2019,75,0.0
131316,1970916,19/02/2019,13/02/2019,6,1.0
131317,6898206,25/02/2019,13/02/2019,12,1.0
131318,2956374,07/03/2019,13/02/2019,22,1.0
131319,1970916,26/03/2019,13/02/2019,41,0.0
131320,11825528,04/04/2019,13/02/2019,50,0.5
131321,21613828,04/04/2019,13/02/2019,50,0.0
131322,21613815,04/04/2019,13/02/2019,50,0.0
131323,1970916,14/02/2019,13/02/2019,1,1.0
131324,5912748,25/02/2019,13/02/2019,12,1.0
131325,3006104,19/02/2019,13/02/2019,6,1.0
131326,1478187,19/02/2019,13/02/2019,6,1.0
131327,1478187,19/02/2019,13/02/2019,6,1.0
131328,5420019,25/02/2019,13/02/2019,12,1.0
131329,492729,09/08/2019,13/02/2019,177,0.0
131330,6405477,25/02/2019,13/02/2019,12,1.0
131331,985458,26/03/2019,13/02/2019,41,0.0
131332,1478187,27/03/2019,13/02/2019,42,0.0
131333,1478187,26/03/2019,13/02/2019,41,0.0
131334,1970916,19/02/2019,13/02/2019,6,1.0
131335,5912748,25/02/2019,13/02/2019,12,1.0
131336,4927290,25/02/2019,13/02/2019,12,1.0
131337,1970916,21/06/2019,13/02/2019,128,0.0
131338,2956374,19/02/2019,13/02/2019,6,1.0
131339,1970916,25/02/2019,13/02/2019,12,1.0
131340,985458,25/02/2019,13/02/2019,12,1.0
131341,985458,21/03/2019,13/02/2019,36,0.0
131342,7883664,07/05/2019,13/02/2019,83,0.0
131343,3941832,25/02/2019,13/02/2019,12,1.0
131344,12421740,19/02/2019,13/02/2019,6,1.0
131345,12421734,19/02/2019,13/02/2019,6,1.0
131346,985458,21/03/2019,13/02/2019,36,0.0
131347,985458,12/03/2019,13/02/2019,27,1.0
131348,93244040,17/06/2020,13/02/2019,490,0.0
131349,54574660,04/02/2020,13/02/2019,356,0.0
131350,985458,05/07/2019,13/02/2019,142,0.0
131351,985458,28/02/2019,13/02/2019,15,1.0
131352,8281061,22/03/2019,13/02/2019,37,0.5
131354,985458,12/03/2019,13/02/2019,27,1.0
131355,985458,11/04/2019,13/02/2019,57,0.3333333333333333
131356,1478187,03/04/2019,13/02/2019,49,0.0
131357,1478187,11/03/2019,13/02/2019,26,1.0
131358,600384,19/02/2019,13/02/2019,6,1.0
131359,4140580,19/02/2019,13/02/2019,6,1.0
131360,8281160,19/02/2019,13/02/2019,6,1.0
131361,4202689,19/02/2019,13/02/2019,6,1.0
131362,600384,19/02/2019,13/02/2019,6,1.0
131363,600380,19/02/2019,13/02/2019,6,1.0
131364,600384,19/02/2019,13/02/2019,6,1.0
131365,4140580,19/02/2019,13/02/2019,6,1.0
131366,8281160,19/02/2019,13/02/2019,6,1.0
131367,4202689,19/02/2019,13/02/2019,6,1.0
131368,600384,19/02/2019,13/02/2019,6,1.0
131369,600380,19/02/2019,13/02/2019,6,1.0
131370,1478187,04/04/2019,13/02/2019,50,0.0
131371,985458,15/03/2019,13/02/2019,30,1.0
131372,1478187,25/02/2019,13/02/2019,12,1.0
131373,985458,06/03/2019,13/02/2019,21,1.0
131374,1970916,24/07/2019,13/02/2019,161,0.0
131375,2463645,19/02/2019,13/02/2019,6,1.0
131376,5912748,11/04/2019,13/02/2019,57,0.0
131377,1970916,25/02/2019,13/02/2019,12,1.0
131378,1970916,31/07/2019,13/02/2019,168,0.0
131379,2956374,06/05/2019,13/02/2019,82,0.0
131380,2463645,15/04/2019,13/02/2019,61,0.0
131381,1970916,19/02/2019,13/02/2019,6,1.0
131382,1478187,19/02/2019,13/02/2019,6,1.0
131383,1970916,15/02/2019,13/02/2019,2,1.0
131384,985458,11/03/2019,13/02/2019,26,1.0
131385,679446426,20/12/2019,13/02/2019,310,0.0
131386,985458,11/03/2019,13/02/2019,26,1.0
131387,41484471,12/03/2019,13/02/2019,27,1.0
131388,41484471,12/03/2019,13/02/2019,27,1.0
131389,41484471,12/03/2019,13/02/2019,27,1.0
131390,41484471,12/03/2019,13/02/2019,27,1.0
131391,985458,25/02/2019,13/02/2019,12,1.0
131392,2956374,30/12/2019,13/02/2019,320,0.0
131393,492729,26/02/2019,13/02/2019,13,1.0
131394,985458,29/03/2019,13/02/2019,44,0.0
131395,3449103,11/04/2019,13/02/2019,57,0.0
131396,985458,28/02/2019,13/02/2019,15,1.0
131397,3941832,11/04/2019,13/02/2019,57,0.0
131398,1478187,11/04/2019,13/02/2019,57,0.0
131400,1970916,13/03/2019,13/02/2019,28,1.0
131401,1626005,21/03/2019,13/02/2019,36,0.0
131402,1478187,06/03/2019,13/02/2019,21,1.0
131403,985458,29/05/2019,13/02/2019,105,0.0
131404,1576733,29/12/2020,13/02/2019,685,0.0
131405,985458,25/02/2019,13/02/2019,12,1.0
131406,2956374,25/02/2019,13/02/2019,12,1.0
131407,1478187,28/02/2019,13/02/2019,15,1.0
131408,1478187,14/03/2019,13/02/2019,29,1.0
131409,1478187,06/03/2019,13/02/2019,21,1.0
131410,13697767,26/03/2019,13/02/2019,41,0.5
131411,16370429,29/05/2019,13/02/2019,105,0.0
131412,19689444,31/07/2019,13/02/2019,168,0.0
131413,1478187,14/03/2019,13/02/2019,29,1.0
131414,2463645,25/02/2019,13/02/2019,12,1.0
131415,1478187,11/04/2019,13/02/2019,57,0.0
131416,492729,06/03/2019,14/02/2019,20,1.0
131417,492729,14/05/2019,14/02/2019,89,0.0
131418,57797355,28/02/2019,14/02/2019,14,1.0
131419,67169945,11/04/2019,14/02/2019,56,0.5
131420,985458,29/12/2022,14/02/2019,1414,0.0
131421,7883664,28/02/2019,14/02/2019,14,1.0
131422,984792,28/02/2019,14/02/2019,14,1.0
131423,2463645,26/02/2019,14/02/2019,12,1.0
131424,1478187,11/03/2019,14/02/2019,25,1.0
131425,4927290,15/04/2019,14/02/2019,60,0.0
131426,2956374,25/02/2019,14/02/2019,11,1.0
131427,4927290,28/09/2020,14/02/2019,592,0.0
131428,9916,25/02/2019,14/02/2019,11,1.0
131429,886912,13/03/2019,14/02/2019,27,1.0
131430,1970916,25/02/2019,14/02/2019,11,1.0
131432,985458,25/02/2019,14/02/2019,11,1.0
131433,1773825,13/05/2019,14/02/2019,88,0.0
131434,14906104,29/03/2019,14/02/2019,43,0.25
131435,1970916,14/03/2019,14/02/2019,28,1.0
131437,886912,13/03/2019,14/02/2019,27,1.0
131438,1970916,03/04/2019,14/02/2019,48,0.0
131439,2956374,20/03/2019,14/02/2019,34,0.0
131442,985458,20/12/2021,14/02/2019,1040,0.0
131443,2956374,25/02/2019,14/02/2019,11,1.0
131444,2463645,28/02/2019,14/02/2019,14,1.0
131445,1970916,28/02/2019,14/02/2019,14,1.0
131446,1970916,25/02/2019,14/02/2019,11,1.0
131447,2463645,06/05/2019,14/02/2019,81,0.0
131448,1182549,16/04/2019,14/02/2019,61,0.0
131449,9456381,26/02/2019,14/02/2019,12,1.0
131450,492729,01/04/2019,14/02/2019,46,0.0
131451,8281160,25/02/2019,14/02/2019,11,1.0
131452,24843472,31/05/2019,14/02/2019,106,0.5
131453,19709161,25/02/2019,14/02/2019,11,1.0
131454,2956374,25/02/2019,14/02/2019,11,1.0
131455,19709161,25/02/2019,14/02/2019,11,1.0
131456,109970,25/02/2019,14/02/2019,11,1.0
131457,3926,25/02/2019,14/02/2019,11,1.0
131458,4622,25/02/2019,14/02/2019,11,1.0
131459,4,25/02/2019,14/02/2019,11,1.0
131460,92373,25/02/2019,14/02/2019,11,1.0
131461,1970916,25/02/2019,14/02/2019,11,1.0
131462,2956374,25/02/2019,14/02/2019,11,1.0
131463,1970916,28/02/2019,14/02/2019,14,1.0
131464,1970916,28/02/2019,14/02/2019,14,1.0
131465,1970916,28/02/2019,14/02/2019,14,1.0
131466,1970916,28/02/2019,14/02/2019,14,1.0
131467,1970916,28/02/2019,14/02/2019,14,1.0
131468,985458,25/02/2019,14/02/2019,11,1.0
131469,5796812,25/02/2019,14/02/2019,11,1.0
131470,985458,30/04/2019,14/02/2019,75,0.0
131471,985458,02/04/2019,14/02/2019,47,0.0
131472,985458,25/02/2019,14/02/2019,11,1.0
131474,3449103,25/02/2019,14/02/2019,11,1.0
131475,985458,25/02/2019,14/02/2019,11,1.0
131476,1478187,25/02/2019,14/02/2019,11,1.0
131477,492729,11/03/2019,14/02/2019,25,1.0
131478,1576733,11/03/2019,14/02/2019,25,1.0
131479,1281096,11/03/2019,14/02/2019,25,1.0
131480,886912,11/03/2019,14/02/2019,25,1.0
131481,98546,11/03/2019,14/02/2019,25,1.0
131482,886912,11/03/2019,14/02/2019,25,1.0
131483,197091,30/04/2019,14/02/2019,75,0.0
131484,788367,11/03/2019,14/02/2019,25,1.0
131485,3054920,20/03/2019,14/02/2019,34,0.0
131486,591275,12/03/2019,14/02/2019,26,1.0
131487,13796413,25/02/2019,14/02/2019,11,1.0
131488,5420019,26/02/2019,14/02/2019,12,1.0
131489,1478187,25/02/2019,14/02/2019,11,1.0
131490,1478187,25/02/2019,14/02/2019,11,1.0
131491,1478187,26/02/2019,14/02/2019,12,1.0
131492,1478187,26/02/2019,14/02/2019,12,1.0
131493,3646195,20/03/2019,14/02/2019,34,0.0
131494,1478187,26/02/2019,14/02/2019,12,1.0
131495,1478187,29/12/2020,14/02/2019,684,0.0
131496,1970916,25/02/2019,14/02/2019,11,1.0
131497,1478187,30/12/2019,14/02/2019,319,0.0
131498,1478187,25/02/2019,14/02/2019,11,1.0
131499,1478187,13/03/2019,14/02/2019,27,1.0
131500,985458,25/02/2019,14/02/2019,11,1.0
131501,1970916,25/02/2019,14/02/2019,11,1.0
131502,492729,25/02/2019,14/02/2019,11,1.0
131503,1970916,19/02/2019,14/02/2019,5,1.0
131504,1970916,25/02/2019,14/02/2019,11,1.0
131505,1478187,29/12/2020,14/02/2019,684,0.0
131506,2956374,25/02/2019,14/02/2019,11,1.0
131507,1281096,20/03/2019,14/02/2019,34,0.0
131508,1231823,29/05/2019,14/02/2019,104,0.5
131509,985458,12/04/2019,14/02/2019,57,0.5
131510,74116299,19/02/2019,14/02/2019,5,1.0
131511,108971950,19/02/2019,14/02/2019,5,1.0
131512,23857939,19/02/2019,14/02/2019,5,1.0
131513,11441168,19/02/2019,14/02/2019,5,1.0
131514,66149417,19/02/2019,14/02/2019,5,1.0
131515,985458,12/03/2019,14/02/2019,26,1.0
131516,985458,19/02/2019,14/02/2019,5,1.0
131517,886912,31/07/2019,14/02/2019,167,0.0
131518,3449103,29/12/2020,14/02/2019,684,0.0
131519,2463645,29/12/2020,14/02/2019,684,0.0
131520,2463645,29/12/2020,14/02/2019,684,0.0
131521,1478187,25/02/2019,14/02/2019,11,1.0
131522,1970916,15/05/2019,14/02/2019,90,0.0
131523,1970916,25/02/2019,14/02/2019,11,1.0
131524,1478187,19/02/2019,14/02/2019,5,1.0
131525,1478187,12/03/2019,14/02/2019,26,1.0
131526,1970916,29/05/2019,14/02/2019,104,0.0
131527,1970916,29/03/2019,14/02/2019,43,0.5
131528,2956374,29/05/2019,14/02/2019,104,0.0
131529,1478187,28/03/2019,14/02/2019,42,0.0
131530,1478187,29/03/2019,14/02/2019,43,0.0
131531,8281160,24/05/2019,14/02/2019,99,0.0
131532,8281156,24/05/2019,14/02/2019,99,0.0
131533,985458,20/12/2021,14/02/2019,1040,0.0
131534,480334,26/02/2019,14/02/2019,12,1.0
131535,480334,26/02/2019,14/02/2019,12,1.0
131536,2401669,26/02/2019,14/02/2019,12,1.0
131537,123958,26/02/2019,14/02/2019,12,1.0
131538,985458,11/04/2019,14/02/2019,56,0.5
131539,626181088,29/03/2019,14/02/2019,43,0.5
131540,74773045,18/02/2019,14/02/2019,4,1.0
131541,1154300,28/03/2019,19/02/2019,37,0.0
131542,14781871,25/02/2019,19/02/2019,6,1.0
131543,2956374,26/02/2019,19/02/2019,7,1.0
131544,492729,25/02/2019,19/02/2019,6,1.0
131545,5332630,13/05/2019,19/02/2019,83,0.0
131546,3133847,20/05/2019,19/02/2019,90,0.0
131547,5222928,25/02/2019,19/02/2019,6,1.0
131549,985458,12/04/2019,19/02/2019,52,0.0
131550,985458,20/05/2019,19/02/2019,90,0.0
131551,985458,20/05/2019,19/02/2019,90,0.0
131552,2956374,20/12/2021,19/02/2019,1035,0.0
131553,317454364,28/02/2019,19/02/2019,9,1.0
131554,355188185,30/05/2019,19/02/2019,100,0.0
131555,4902770,28/02/2019,19/02/2019,9,1.0
131556,53054977,26/03/2019,19/02/2019,35,0.0
131557,35194885,25/02/2019,19/02/2019,6,1.0
131558,109699519,29/03/2019,19/02/2019,38,0.5
131559,15520964,12/03/2019,20/02/2019,20,1.0
131560,50997454,22/03/2019,20/02/2019,30,1.0
131561,487908,23/05/2019,20/02/2019,92,0.0
131562,8218720,11/04/2019,20/02/2019,50,0.0
131563,8208865,11/04/2019,20/02/2019,50,0.0
131564,8208862,11/04/2019,20/02/2019,50,0.0
131565,492729,28/02/2019,20/02/2019,8,1.0
131566,15556685029,20/03/2019,21/02/2019,27,1.0
131567,4561617,27/08/2019,21/02/2019,187,0.0
131568,2956374,28/02/2019,25/02/2019,3,1.0
131569,492729,28/02/2019,26/02/2019,2,1.0
131573,1231823,20/03/2019,27/02/2019,21,1.0
131575,1231823,20/03/2019,28/02/2019,20,1.0
131576,1478187,20/03/2019,28/02/2019,20,1.0
131577,15108814,07/03/2019,28/02/2019,7,1.0
131578,492729,07/03/2019,28/02/2019,7,1.0
131579,492729,11/03/2019,28/02/2019,11,1.0
131580,693961208,26/03/2019,28/02/2019,26,1.0
131581,492729,22/05/2019,28/02/2019,83,0.0
131582,5000000,07/03/2019,28/02/2019,7,1.0
131583,6898206,07/03/2019,28/02/2019,7,1.0
131584,7883664,11/03/2019,28/02/2019,11,1.0
131585,3665200,11/03/2019,28/02/2019,11,1.0
131586,5950,29/12/2020,28/02/2019,670,0.0
131587,105139125,07/03/2019,28/02/2019,7,1.0
131588,19713645,11/03/2019,28/02/2019,11,1.0
131589,442680,07/03/2019,28/02/2019,7,1.0
131590,683353,16/05/2019,28/02/2019,77,0.0
131591,985458,07/03/2019,28/02/2019,7,1.0
131592,95200,07/03/2019,28/02/2019,7,1.0
131593,446636,20/03/2019,28/02/2019,20,1.0
131594,671482,07/03/2019,28/02/2019,7,1.0
131595,7328469,07/03/2019,28/02/2019,7,1.0
131596,73780,07/03/2019,28/02/2019,7,1.0
131597,1414442722,20/03/2019,28/02/2019,20,1.0
131598,58943253666,20/03/2019,28/02/2019,20,1.0
131599,182144099448,20/03/2019,28/02/2019,20,1.0
131600,4341214461,20/03/2019,28/02/2019,20,1.0
131601,1190662864,20/03/2019,28/02/2019,20,1.0
131602,2275960252,20/03/2019,28/02/2019,20,1.0
131603,912892958,20/03/2019,28/02/2019,20,1.0
131604,1255480317,20/03/2019,28/02/2019,20,1.0
131605,11900,20/03/2019,28/02/2019,20,1.0
131606,7492716,11/03/2019,28/02/2019,11,1.0
131607,4214568,11/03/2019,28/02/2019,11,1.0
131608,9940279,27/03/2019,28/02/2019,27,1.0
131609,51332316,14/06/2019,28/02/2019,106,0.0
131610,4927290,12/03/2019,28/02/2019,12,1.0
131611,1118600,20/03/2019,28/02/2019,20,1.0
131612,9425,07/03/2019,28/02/2019,7,1.0
131613,9425,07/03/2019,28/02/2019,7,1.0
131614,9710,07/03/2019,28/02/2019,7,1.0
131615,17254340,12/03/2019,28/02/2019,12,1.0
131616,4555458,07/03/2019,28/02/2019,7,1.0
131617,65104829,27/03/2019,28/02/2019,27,1.0
131618,1970916,07/03/2019,28/02/2019,7,1.0
131619,896611,07/03/2019,28/02/2019,7,1.0
131620,249172,07/03/2019,28/02/2019,7,1.0
131621,1898206,07/03/2019,28/02/2019,7,1.0
131622,1260800,07/03/2019,28/02/2019,7,1.0
131623,440977,07/03/2019,28/02/2019,7,1.0
131624,82283,07/03/2019,28/02/2019,7,1.0
131625,3357877,07/03/2019,28/02/2019,7,1.0
131626,4509329,07/03/2019,28/02/2019,7,1.0
131627,3941832,07/03/2019,28/02/2019,7,1.0
131628,13988656,07/03/2019,28/02/2019,7,1.0
131629,492729,11/03/2019,28/02/2019,11,1.0
131630,985458,20/03/2019,28/02/2019,20,1.0
131631,985458,16/04/2019,28/02/2019,47,0.0
131632,2492795,16/05/2019,28/02/2019,77,0.0
131633,16580464,11/03/2019,28/02/2019,11,1.0
131634,492729,11/03/2019,06/03/2019,5,1.0
131635,9854580,29/03/2019,07/03/2019,22,1.0
131637,492729,27/03/2019,08/03/2019,19,1.0
131638,25129180,14/03/2019,11/03/2019,3,1.0
131639,74672008,29/03/2019,11/03/2019,18,1.0
131640,836710,29/03/2019,11/03/2019,18,1.0
