cod_negocio,id_linea,nombre_linea
6bdf10f551d19f4c26dfa392a876f070f1a5e87661c62eaff2e4e0fc1486545e,3,Administración
92de5658a3e0c5c4285f8dcee95dda0a81efc6d9dbdde5073a83f18a75a330d0,3,Administración
6482194b5979154fdc48cf3ea449257655b61cb1e8a704a2862813712bf58888,3,Administración
0bc7dac18f822e28d2b361fd0e25c3fa5e992cb052c5f4946153b45a4e308805,3,Administración
11d9b080e758133088ca85de693100f23af2e503a346a44be5e71cb6dbc6d664,3,Administración
e4cff4c6d0da923bc746f40c847f601bbe9a55a9c73f8cb44d55a8671eb812fb,3,Administración
1c3481ef8dbe181ae1da0f6b073336108dc3e5ef11c389776a10b087591a0143,3,Administración
0ad29e2ac20dfda8a6c701f09fa7e54061e558b8b5759db43b6b6d44aacc1922,4,Garantía
664a53f9adb736cc6ef9945b96d01d3ab708f69f55e4668fe461cc5039c43ba7,4,Garantía
a9832899e097fd3bf73eb26f9d43f817bc5d97f16657883edea4bdfbfd79c914,4,Garantía
2cfb66cc1eea063b8ab283a36713505237e87b26dd8baf19bfc798e08c10cadf,4,Garantía
1d6560090a90d98f68c76af5d49ff454bdc256a7ad0e23737b2c11b55e13634c,6,Seguridad Social
0927d46c017c7e2429fa50171a05fe9661729dbda3f9074688719d0acae93a84,9,Fondos de inversión colectiva
ce1cf7d2bcaac4fda39f99a54b6d652fedbf87c9a87c637aa8a5ba1f104b4536,9,Fondos de inversión colectiva
e1544885738993c7d62414c382da021f18e73f1d0a4c2ba18df45843c5a7f8e0,9,Fondos de inversión colectiva
97c489b6c1231ecd9fac99df40e60cec000a70a057d5971fb520c578da8e8841,1,Inversión
852bf95a2b79475b201e42c0678181c8aa2072de48e804ba85907933a7d03e8a,1,Inversión
627526b77bec7deffcde5d562b6f148644df85cd818e87e0eb16278ecb957ef7,3,Administración
0f81f8a62d009c52249aacea5f5c446dd672957778ae5cfaf6c71d9c62f1f83a,1,Inversión
ee199e0d083557886e872eb00601b386bedf4f3903abda801811a6eef2dc5881,1,Inversión
19df1be502e0d12e5a6369dfc2ec3a898d15fddd8681db77cefa1474f3cddcdd,3,Administración
7894abf2aab805f961525839506e1fba1fe5b7218da0e2868176a86648abab66,3,Administración
cf8ed8bf6eb86a2af56cd8a6c17bca2b8b030b5c0d61a7b37bc77d8c650e6347,1,Inversión
31da98e35e6c11e65e02f2c6007621789d1affaeff03f90801ed4f7f2651ba54,4,Garantía
82d8fe1121c147cbfb7c8f011a37d76406206409f975022f69a769cb299cb18e,3,Administración
4649b84468bbd6470ff318dd06ec0adff12ceee5c090430785257b7c2541a524,1,Inversión
ae79f9d4761bd525b79d776022af751009d1f04af1c61ea64cff78d5bdad8606,3,Administración
38f0d716997b0465d1d4bdc69594ac0e36791f5ab7ff403c94bd2bddd790d449,3,Administración
86e758ad21891f6a645064ede5fba222fb66f92f6b7b60a143216f2a6be14f3a,4,Garantía
423bfa8170845487fc09a3d2111e50b6f30b517dd998d24ed650f1fe43faa3fc,2,Inmobiliario
111e77bdacb1fe537f7e15328b6d9747a53a65df429c0f962e88a10f612a5a8c,1,Inversión
b5252147f2d0633fa51e9ba43855957d1b60b324b96d86bba53b38f8b0429766,1,Inversión
9b668473e6e3b740633f929f42250c9967363b9c0c0aa8d35c398457f6b6060b,4,Garantía
3215cf9a1d1988f13a866a895e9459d9347e289d99da31e73cdff74c3faf0544,1,Inversión
4639346f504e511dca2c51d4429f26f1e9bd758a65d87135fe8bbdcb54c033a1,3,Administración
170eca321884db867dd8396d31fcd979a13c1e8017265e24989e6ade769791a9,1,Inversión
059a2f44828a3a26a3360a60fb21e830f82679c0537138896fa2cb874a079946,1,Inversión
0c916b41b3838df447082cab96ac5b17bcda98c9f858c1b1c2cbc0fafe7f8218,3,Administración
b7ecf6eec967eefda3d7e73ab1bfc73ada60dc4e56851cdc4bea643e90f13f6c,3,Administración
ebcc8d1e9077650a54234d49d726eb02b1477c403a98f75504239e3456babc30,1,Inversión
024c5f34b1557b5b94d4576b949ded333b7734bf95e712c9c74868fc7d242277,1,Inversión
92d8f88cddaa0171e2ae5209edf62bd99591c0e5293ccfad4a9dade44fdef972,4,Garantía
80c61765c773c47357130e32cf60c3f91eb00b3002e36f69a6afebab26696d4d,3,Administración
38cd2f71f0602b8a7d5f7f5eab1b4f6716b07784405416a2a93fa9b375f3f9e6,3,Administración
6ff27ac19a2d3423940b0eb0606065d7020150306f1c5244e04187cb0acb2d00,1,Inversión
a7d8a6043be3e4d72d9fa4b8293f1ac7c35dee2f68b9bcc488a70af73a1c0227,3,Administración
45fc38787cd32baba460e8c6b186a0aa9e9d93c5094b36121b5b9e2ff1800644,1,Inversión
f266a4622ab563727e77878722e70388a4e39aa5b0a93a95cf7100b07d381478,3,Administración
f3f58dca3342a090d17d2ae708ce77f4add36948b0ffc730b398b952f54cb880,1,Inversión
a1eaad8aeeaa799fa8922297e54d49909da608297529ffc4d0fde89e43181d92,1,Inversión
a80cab26209c849092bd82f87b3ef9f277cc8d46c0ae055430d4170255bbb8a5,1,Inversión
1753fb09566c64139f151d3cca8c7e57349ef67be72bbb4b72612e9da0e3c5d2,1,Inversión
709f93f87e130f48229ca57e231a5a27156f09f71857be7f9ec4220f40766d22,9,Fondos de inversión colectiva
0edce29c9093fcfd2977f21fc6c9e5a4dd6d32f3e3771e842c1752bfa1c0d7e1,1,Inversión
e447a8a97a251713b082b911fdf151bf4b483534b7692fe0f501a8509dc63229,3,Administración
eb57fa40fee870ef4164088a699f8c4ba1248a666610a1537635b8b2f33d142b,3,Administración
edf1dbd4fe84994c74327e7db6d271606b8c57ea9a70bf0799d6761a3ddd7f0f,3,Administración
307a2254434f571569273258b0b49eaf1dc2000d6aaa740f3b1a52a0339ac640,1,Inversión
4644cf13aa37a95bdf4842ee3bf2fdcc47016a1004001b26cde65e5e30cc1698,1,Inversión
d658f4a56d5b6ae93d09fe187b6e117e1310788ddf9051996853d7be61b0fa60,4,Garantía
ff3939a2907f402dc2f3dd600440683e64abd502f068c466ecbaa771f7102b55,1,Inversión
ca96e6878911dda8e5594b4349a65e19ffcd6ef6b944ed9f57beb5bf2c42dda1,3,Administración
9cb27504cca8ae85fe292fa12f5873565461dd18ea1d302634e73294eec42b39,1,Inversión
6a9e1ca7d1e0ce96f8aa75066e160ac6db1e2b213b923b2072d2fb3ccdd7c2ac,9,Fondos de inversión colectiva
88a386e54f05d72f279c3a04e82e3e6124d8fb4873081b6e8cae64bcd9052ab4,4,Garantía
3c57d0b590c3c6ae6d48b5757bea10521388589f1072f498f6cdeca2e74e8e8b,1,Inversión
a72473497ea3df32f02f9ec23a8da80b0cad0f4f42cce2a349592bbc6e5b5de3,1,Inversión
23930caad123449920888b2243be0b041bb900c47b42ff2842201bc4b3675bc2,4,Garantía
783800b8122647ec433c1513c9fe80dba702157f6204090368e965584dcd2ca6,4,Garantía
afaf16a0b88dd05c949f9230aee711b2ba5d7acef96e3bdd3f8bc18241f57224,4,Garantía
ed214b2ee2c6c64a66ef22e5d079b7408154666c7106cfa532a6a40834143839,4,Garantía
297f9c68f7604cdb364c06fea27a2f0d847e1c9e316b9bc53f69c112bf745d73,2,Inmobiliario
d8b91ab514732bcc4c971ddfc55b3a85b82af9681f7e399beeb84b634aa1c210,4,Garantía
85ce69e14a50dd48c8e1b45b5c786af806ef89cc64b2fd0dc03993e83664e8ec,1,Inversión
f3f23611344ab8a21ffbbd13bb648eaa077cb5616f7aa3100a3f1e1f8d6a9e21,1,Inversión
e840f24b2de053bfabaca4756f60bdec32480df9a765876df5fc38104c67fb57,1,Inversión
ec21053926119fbf06f7b102757f573d77dd2d692fea2f33cd9e9ddda28ce4ce,1,Inversión
ec531dde379d745c1502a6b431190e6fd8968b5c92c39f5d047d21f0ed699e84,4,Garantía
3991e62210e68ad46e1f0c7e82927cdba6d5ba73a886f991ad49f7e697533615,1,Inversión
c26a5c60464d09253a697c0ca991adf29f86aaf96458c2689098bb3920dde535,3,Administración
0d39376c8b0236123f11405d210b9bd5ffa0febe685b750ad22095f1fd069552,1,Inversión
727dc40c08fcc101de3c532adf0ab49d7c75c311aaa9fb6e47b4d5e6fb53435c,3,Administración
71a42a6b2c79981e7f6563dbcf38809cd411ad0e88f327acb8a25991e393a6d6,1,Inversión
eaab7f29f0ebeeb28a5fcae7dba2f7b07bf2fa942bab4bbf245eeda3c0625d08,3,Administración
13113e498a4eb208cf42f21465d1a43b341ed2413d9b6254de14207d614bc06f,3,Administración
e2fa1fda97a1915a3a965ce2074e02d0e200ea5c7606bdaa21132774a42e153e,3,Administración
dd87d408cb1c50b4b3e899acbff7ea18518b0c1febb9b273e2f28eaf096e3c4d,3,Administración
9a52421b93f91505bf7cc98d81179b4021cd2f2a9c286965e75b32b5e216ddab,1,Inversión
4c30b35f6a29558ef170a1b45402e4ea31221ad64fee9042f038b4bda674f6af,3,Administración
8cb5c8ac5ca61b0f9319050aa4e5a3518cb004c32d3702910ab7e5914c7187e7,3,Administración
fc87324f3c762696c4525b8afa8ea56c8b2bbbd54caf38b8d8fdffd4a993576c,1,Inversión
9c99eb14af4181293b2c3b5f8eb050d3ef3f5c64e94c87e37712fc0c3ad02e40,3,Administración
93e3b20f9e32c0b68310b04bd225e8996d17fc4ecb75cb8fc64eb41bd500f56e,1,Inversión
75f04310909d2cc007c56cc5f231aa5875fa4fd75e36314cbea16496c1fb2b1a,4,Garantía
7c37d16fcfac0e73c6b1b516747ae2a813704c99d64e6b30134d0eed6f3c57ab,1,Inversión
62a68f4f61e3f74574207213a7664b3350100a6205ebcb02ff003b104da8e7f1,2,Inmobiliario
9b3963748a5baf909dec446cc9fa718699f9a5928de5b2a40a403f73531b7e7e,2,Inmobiliario
6816bf1b24c198cad6df74dfa40af29674e9bcc7f0d065f314d2f0c13f132d7f,1,Inversión
7c8408272c7f660fccef43f133001f58a55b906b07151399c5d6a1414cfe2b74,1,Inversión
b306e8e8259e7c1546355e2a3fdecbab5faa7fcfd9df8967ba6bfa788aa1e831,1,Inversión
a3280c7fc9ebe03b1be8aabec658fcda52f43e30b501a56887f72ac48065b337,1,Inversión
156e718167249dba1bdcae107cd8d0c76739167dd13287f74041611490f1c530,1,Inversión
9333d4cd6a71d17f686eb83a55615530a6f184221122ef7985aaf3e2a694beef,9,Fondos de inversión colectiva
50d2175e05e3e50db554263c2d868a90b5494e0523ace9100150b88798e3d8cb,1,Inversión
60970a8a1e8aa4618d7e6e2e0dca7cba69d5cce5651e2fc17edaeaa6db540ea5,1,Inversión
c0d9c0244ce30894489339c36f8c06bd91da09fb2175e1795a6a66a07f011b61,1,Inversión
fd057f660563a5c2e28a17686d69e55a8e6275725998005be9c1a7db40f6dde6,1,Inversión
b9d9d4f4e4a6e875b4aeeaa5ba509e7e3cbc30a9e65d87bab3dcca71d1f460fa,1,Inversión
26a36faafc5f62df1e6d2e42741d4351e16506fe15e810e9388448e0a35e9761,1,Inversión
470fd0b98e326e18c190f132e3374ffc85022b05750069646893866976ac08e6,2,Inmobiliario
72ec338bfcb272c5ebeaf5ce3444ff59d853a540896f8af0d1d32a0e114d5f57,3,Administración
302c9516ec08e8cda1d188a62e68e22f0d6f5594386d72623be775d5dfc2c01b,3,Administración
8526d678067113db76f311282e5976b89ac875c5e74fd237bf4355653fdb2aee,3,Administración
b7f7f821acf0f2e9ea26fda80c744301888974cbac1d5a219924da832e56b694,1,Inversión
3de243c4b484bc124e0e59a59df61ef3ba2f7008d3b5321cd56934629fb974bf,3,Administración
276ac0ee6ce9a7eb7bacf8c23a4c62e30f0d349f8830904d26c54f32bbe586aa,3,Administración
e482aadce8842db8178df0592dc5e72721e969ab38d611d08c0fd08d708cd25d,3,Administración
148a9c3b221e6d41a07192b31ffb1b7b962442ef35e869345aa9f2ead83952d4,2,Inmobiliario
2833cc0c5772decb06e906f488f804e6ea481b54d5064a0f716cb9cd19453646,1,Inversión
4538055a030bbb21a27f20c469d88d63e4f64e95806ee3e778d3bd7f56a8f6da,3,Administración
3717807e1a57c357bfe42bc2b213d121f27c802f996b191dd593b14c4067f99c,3,Administración
8b3a9be8171aa904213ad9a06b0560d2e8d7ed62546f33fd221c648087e0a977,3,Administración
1ee407022581d8bcbfbce3de21d28c1eb02daeaba2830d86c0471d6db0aedc1a,4,Garantía
e67e670493c5d742f12f465e7d7d762d2377042870a38ccd5e8499f736a92768,2,Inmobiliario
d2d5f0807c5b65c169357943fe9b4aa04cf3c056446ff40264f21c14719901f5,2,Inmobiliario
4dc575fccfa0d98f253b6ceceb3dcd3af543401b782904ef777b3a8e5ff194f6,1,Inversión
97b2f50f3ef8882f637df4f6015eb951709f70ec57aa40094293df8a8dcb1177,2,Inmobiliario
3d806b964d5618d80c0407872a59643809ca6b6fdfdad0381914dc60c51e0ae6,1,Inversión
9f0821d330eb0e8b2de47e8496221f7caff056a0f293a0d5a00d0649b7ab2b20,3,Administración
58ec8d0b8dc132fe692f5c9c96f27bc57280188842684c8386ac9a1e766a0af5,3,Administración
d5c8c080d021370652315d7383c00c7505a69423e97371c956840e974d0806b7,9,Fondos de inversión colectiva
ea2ec4438f28fcb01e7d009cb55ca7a06919f12279129dd5da8d70555e99c244,2,Inmobiliario
dd14f5e817dac6ca8cf3adf9e7f8ac69f2d87fac68399503bbcca098330fc02e,3,Administración
579e36afd6b5286303947a405359a8672334e08a557f93503528f94e83ef272c,1,Inversión
25e9fd065fb0ab15856516e0608d6046966ae359e26eabdf453472bb3744b628,2,Inmobiliario
6513c676473e5af3503ec9889eb0d8474f46002661514cd7f936e92125e686bf,1,Inversión
304cde60e31a463b42c914ca2a2df2f4062b2fdfcd61112b99cff74ceeb202e0,4,Garantía
91e8ae5c0ba5054f507d8df91908e9ed9ac8ab21d471a2d1e6d0d71488793692,1,Inversión
2df528a77d5c7b09cf04bcbe81b3961fafb391adafda15ce56f50dc7e5e9a658,4,Garantía
a98e7355b2db9a5105c7976e53d1dd722aa64206ecafc87702bd8ef365fa2863,1,Inversión
e725981c56e994ec0eb3d699e544cdee97b0ed7abe21cee238f43c319e6173b7,1,Inversión
ab00f3a2bbeec02c156493d83327f9bee712e83330124d034c3058e438a64c28,3,Administración
423e17fe10c373a20dc1cfbbaa488064bb5c05b3668ce4b3dc97dcee8ec13b64,1,Inversión
4b6f60d8265410975c34da1654362c45e4bfbcafe535dc2a5c4b82511acbc167,3,Administración
1d74fe57a05d007816af90a83ad48176959d697667ff9509189da30e6e9b93fe,3,Administración
cace2a05eda174d758c5b9dc00b3e9ba7bd1c87c135bdd312b2e14a19d6ba0e6,1,Inversión
43f9e0168c563147ec4e48fbef72290c8d8a720b06b1a30a438233df9238457e,2,Inmobiliario
990527f0864c6d386494068f26ccf97d17c7643fddca11c611f14ca11fd75c3f,3,Administración
186096a2cbca6f6bd8519d75acc94c4dff004e26a49807190d06a98b79bc74bd,1,Inversión
e2675472efab473af9e3f8915dd6ef313027206382656b5e9ce0f3a2043c03c4,1,Inversión
444d31ac7fa610a174e8d688b699169535140a8d44c502986f74da4c7eabc276,1,Inversión
3fe42cbd34c728d111c4085e878d3766036a0dad3ddf32bf3ce02cf25e0c0cc8,1,Inversión
9bf9dfa03abeff756fc9b72a84d2e5831c7ecd807a5ddd1b81025a1378ae96fd,3,Administración
88c01c004f4ff50723ea2b982fd2e3f549259bc140dd999ce0e4feecec7b65a2,1,Inversión
d74de9a7a78b70621ec79abc770b43de5b5c3a51c7c45fdfcde91adbcf2b0224,1,Inversión
6f7691d45913d67772d8b66a47b53c8f47b130532d96c63494c34275cb2a77a4,3,Administración
fb3c50cb122b79493c571ac73949295650b5f0ce50b6e308464f41541aea0294,1,Inversión
f325a03c51e790c13de81ad522ce5dc46bf309b1dd37303f6a18d3be7c09d1ef,1,Inversión
796468a753215c56fca779e60f8504bb231980789a9a80bbd9508ee829d4b22b,1,Inversión
651bc57b2d7ff448863e8b475502999936fec72a9db9009fb7b8351836bbe743,1,Inversión
22df8851e886202114d3a68c48abc00668a3984a5221a700db6da7c26e3ce359,2,Inmobiliario
91f0f66e770e806edbb5ef88cd58fed791eab50877189bb42de0dea1245ac1c3,1,Inversión
838b7e838db1700f0d551a8b1f381fa76b6f9c91a486db567e5bd87fdd48c02e,2,Inmobiliario
6b279d167e70eeabb7435f505f39b59fbe3d1f08e4d3a588a48c6e56be845f9b,1,Inversión
71e239e4e55c57db1cb353161071fc4d3168620354e39d21dc4daf9691ef3ae4,3,Administración
c1ee8ec74b36135b41fe02473b7e0127481fda9ca0570bd0952676629a669694,2,Inmobiliario
530f05bbb59887c113d2d7a61eff61cab3b03bd2a63e87df703ebe3d9b88c5b1,4,Garantía
70e42b0fcaf5786249fac21c47bd571bd0a9f13e389dc883b4bf9d27dda6592d,3,Administración
3a81bc812f07c082cfae2460af8757f3ea6f42bccf3cb91ebed84a572cabdc67,3,Administración
bfb819a70df36969724031741650c177c3e385f46c141c36f8b96766fa4777ec,3,Administración
69486b34c6f84aff18f6e88691e035afe3f9af09e4650ad76fb61247d3200ff8,2,Inmobiliario
ac7948d4c5bfcd8394738fe3998779e4aadf987dd4201923620aa92b4aab9694,2,Inmobiliario
550577b1aa45bf50681bd762fc90232882b8e0300b5e4f51a764f8c2c3da3e12,1,Inversión
7b8f09a2d8c8621688b26677d5585430aa1699f9ea138dc08fd992992f89318a,1,Inversión
1a975f650c5de4cb67c4decfeafbc68375b81500b7b25fc51c0ed683420702b9,1,Inversión
6b9d51e044479b3a42c946a495704973a7b188c67961472facde443f8a4e0911,1,Inversión
2fe8a600b6a2b0a761a5e4744234348e6dc185b5c62e6ca12046efa4f16a71c1,1,Inversión
8d9dadef2cd14ea6482037bf9a24027d1d9835bebc7643a91137008661d62589,3,Administración
ddd95eb2b5667ea656f39b8794a65feba591c82c4b80d454992a9145dbb2ad92,3,Administración
93e4d9ddb7ad46e6d98b6d148c357429663a4d24387e735309a1a0e1395f9e30,1,Inversión
f5e6ad123eab905ce8e6198bf41583946e5cbe877a0fe2f116ded888910a917d,3,Administración
ef49f53e9576af41962abf68157387a00b12b08b426ce44129e61faff4e7ad3b,1,Inversión
82b7d54c75a67f9dc168feccfa34c97ae9d54a0255be8edf6cca447cfbe03878,4,Garantía
21ce775f245de367a34f348e73b2bcb8542f31f5b807a2d0757b0f6ffd72522e,1,Inversión
706878100b7546caadc95c24384866e72dc0100c54e0b11a193143aa39db5757,1,Inversión
d84194c7fcb3c8088260fef26659ee6a499a42c5f0fea3baba5627cede348e31,1,Inversión
4bae053a9f6cdb84f6e11ba5da8c0ff254fdf65c20bc33e1c624b8c241968a9d,1,Inversión
5e6fc8975bf9a8d0277bf791001298fc5752d7d5683c13253ecdb4be1616d647,3,Administración
ed174d0427e5ca1b8b85ed56f804b5e0e8cbcb773068a1dcf015e3cc8b3a84f3,2,Inmobiliario
e510c822eec0207908b8572d3401af7b9d8c403fe506970bc9bf121e4a89fec7,2,Inmobiliario
6e630c1e4be02201e57dd1c194d47b5fc85b0402767a671c995b77f1aa3f28df,1,Inversión
71cde01c28612974dbb9d79d74b09d73d8f93ea0902f034143d586385db77d7a,1,Inversión
0531d319ec37273d4abf8820a5cfe46a30d4dbe95fe676407168bf2bf8e0f4dc,1,Inversión
db00386f580b159078071fce29b1968619388497be7ae64f4e1da9efa082f032,3,Administración
bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a,1,Inversión
8c8a57257d40ad2f5871170cd86bffbe367cf6b07ab635f83cd3628dbd0394f8,1,Inversión
c9fbe9ecf6a2a00b7cafd572a9ec89d249c4785e501bb1f4b90f26c6f7a7eaa3,1,Inversión
e2b175506877821491d3b528ab9175ee1e0566a698a602fec9843906210ed220,1,Inversión
6fbf9a5eac99666817e9595b398e5a39f232256ced0be81b54f02d41b13a10ae,1,Inversión
2fe11e13e27187a30cfedb0d082306b55107f50c0da6f51fd9aa67e737a3976c,1,Inversión
ccf838c970ad955a3c4c9a0bfbbb79f52126ba9553967be2a8123b9216d2257d,3,Administración
8b4250f457e4757867fe2330ced92af1291dd00036e2222c64ac230e038e5262,3,Administración
890801cacd23b4e995db97bfb8b28ebbc1ef74a89038ecf0a59a236eda109e0b,3,Administración
9f4c44dc6add570697724c1f072dc28380db590e9f4c572e25531963ac36ff78,3,Administración
b303f5538e41fb0e1fe34624a7c95f1896e33e3a751b1f871f96024f2b67493e,1,Inversión
b54e1437642b37c15f0a13d573c6b7d5757d43c8a39ff2db294447de4c385ed3,1,Inversión
07fd599cc428855c8adbd2bec7256cfef1a57b05d3fe4cdd7e5d11784d8fe07e,3,Administración
7024a2d7a11249ee2459f99c1a857c4df801e1c7d82a5bc5f79ce813d819da22,1,Inversión
777267e3c0e368d4b23bf00838ad9b1e4f9a6334ad096a37207bf9d63fc1913f,9,Fondos de inversión colectiva
f7b68694efe4b1f9e470d621301ef3e7b2c32a706135838f845a801247db1b38,1,Inversión
a600319ac6e27cc1f67d3c2f7943a4bf9f0b0fc32c70b36c17986d9420bb7013,3,Administración
5fcb799a5a2a6344339e26c98bc880b91d95a7065ade8a94f7048cb0afc26994,3,Administración
7417d7bd6041ad1fc9f7716637a9ed772c93c1fe3db29750fbb7e56ba9429b70,1,Inversión
f81fa3880d34b2e58ea0b50631aa891f4453477e6b0da5cfe1bb0d50ec826df8,3,Administración
946d14a9911f387a0c7e2d60651f0ed62bcf2db6a3ede50ffd151979e6178ad7,3,Administración
0e1212b05bb1f84b7cfa6c4f565e42b14c884d6faa45414a298d05501f02e5ea,1,Inversión
71d2c8fa21e42105b0ba8dec0a6589a0b8253c0fd7d4a7ce7868f70f1b1d1bcf,1,Inversión
64f27dac48c0e699f6a4d4132687dcc2e251b3ce1ce8f798d7da63f099ba6e54,1,Inversión
6a3bc5e57dfc4bebdc5697806c9da40e84d49b3162a8dedbdf5803e51430f2a3,2,Inmobiliario
2bcc9c8adc04dbe797417835915561ca71da27e5bcb66ce1d541fb38ac85d2a8,2,Inmobiliario
5122c3db31c7be8d69a018612e393bc819f97e352bc6173e0f11eeac6bf9997c,2,Inmobiliario
3243562fb0088b17447c7091b57122479f11a5b9e217ee74ce024aa9c6fa7d24,1,Inversión
